Action,Description,Filter,Message,Name,RegEx,Sev,ThresholdPerDay,ThresholdPerMin
It is an informational message. No action required.,This message indicates that a reload of Standby RP has been requested.,Y,CMRP-6-RP_SB_RELOAD_REQ,CMRP-6-RP_SB_RELOAD_REQ,*CMRP-6-RP_SB_RELOAD_REQ*,6,0,0
"If the message recurs, copy the error message exactly as it appears on the console or in the system log, call your Cisco technical support representative and provide the representative with the gathered information.", Mis-match between CDMAN and LC CM data,N,CMTS_INFRA_LCHA-4-RECONCIL_CM_CDM_MISMATCH,CMTS_INFRA_LCHA-4-RECONCIL_CM_CDM_MISMATCH,*CMTS_INFRA_LCHA-4-RECONCIL_CM_CDM_MISMATCH*,4,0,0
"Copy the error message exactly as it appears on the console or in the system log. Research and attempt to resolve the error using the tools at https: cway.cisco.com go sa . For more asasistance, contact Cisco technical support representative and provide the output of show tech-support commands.",The log indicates a mismatch between CDMAN and LC DMP data.,N,CMTS_INFRA_LCHA-4-RECONCIL_DMP_MISMATCH,CMTS_INFRA_LCHA-4-RECONCIL_DMP_MISMATCH,*CMTS_INFRA_LCHA-4-RECONCIL_DMP_MISMATCH*,4,0,0
"Copy the error message exactly as it appears on the console or in the system log. Research and attempt to resolve the error using the tools at https: cway.cisco.com go sa . Issue the show tech-support command to gather data that may help identify the nature of the error. Also perform a search using the Bug Search Tool: https: bst.cloudapps.cisco.com bugsearch . If you still require assistance, open a case with the Technical Assistance Center: https: mycase.cloudapps.cisco.com start , or contact your Cisco technical support representative and provide the representative with the gathered information.",An internal software error occurred and an Invalid Index value was used. Such errors typically happen due to timing issues and can be ignored if only seen infrequently. Report the error to Tech Support if seen repeatedly.,N,CMTS_INFRA-5-DMP_INVAL_IDX,CMTS_INFRA-5-DMP_INVAL_IDX,*CMTS_INFRA-5-DMP_INVAL_IDX*,5,0,0
No action is required.,The controller is attempting to be no shut too soon after a shut event. This operation was blocked to prevent resources from being reused before they have been cleaned up.,Y,CMTS_INFRA-6-CTRLR_PORT_ADMIN_STATE_LOCKED,CMTS_INFRA-6-CTRLR_PORT_ADMIN_STATE_LOCKED,*CMTS_INFRA-6-CTRLR_PORT_ADMIN_STATE_LOCKED*,6,0,0
Upgrade the license on the protect line card and then reload the working line card.,Working Linecard [int] [int] License has been restricted. Please upgrade Protect Linecard License first and then reload working for complete fulfillmentThe working line card license is now restricted because the working line card license is higher than the protect line card license.,N,CMTS_LIC-3-WORKING_PARTIAL,CMTS_LIC-3-WORKING_PARTIAL,*CMTS_LIC-3-WORKING_PARTIAL*,3,0,0
No action is required.,The line card license enforcement will be delayed until the line card transitions to active.,Y,CMTS_LIC-4-LICENSE_PENDING,CMTS_LIC-4-LICENSE_PENDING,*CMTS_LIC-4-LICENSE_PENDING*,4,0,0
No action is needed.,[chars] channel [int] has been restored to no shutPreviously shutdown channels are restored to no shutdown state.,Y,CMTS_LIC-6-CHANNEL_NO_SHUTDOWN,CMTS_LIC-6-CHANNEL_NO_SHUTDOWN,*CMTS_LIC-6-CHANNEL_NO_SHUTDOWN*,6,0,0
No action is needed.,Linecard [int] [int] set to mode [chars]License information is applied.,Y,CMTS_LIC-6-LICENSE_ENFORCE,CMTS_LIC-6-LICENSE_ENFORCE,*CMTS_LIC-6-LICENSE_ENFORCE*,6,0,0
Copy the message exactly as it appears on the console and contact Cisco TAC team for further analysis.,The number of access points has changed.,N,CNFGR-5-LIC_AP_COUNT_CHANGE,CNFGR-5-LIC_AP_COUNT_CHANGE,*CNFGR-5-LIC_AP_COUNT_CHANGE*,5,0,0
"Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http: www.cisco.com cisco web support index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software caveats using Cisco Bug Search Tool at https: tools.cisco.com bugsearch . If you still require assistance, open a case with the Technical Assistance Center at http: tools.cisco.com ServiceRequestTool create launch.do, or contact your Cisco technical support representative.",This message is giving alert about License HA_SKU usage.,N,CNFGR-5-LIC_HA_SKU_USAGE,CNFGR-5-LIC_HA_SKU_USAGE,*CNFGR-5-LIC_HA_SKU_USAGE*,5,0,0
No message is required,This is an informational message,Y,CNOTE-2-MAJOR_HEALTH,CNOTE-2-MAJOR_HEALTH,*CNOTE-2-MAJOR_HEALTH*,2,0,0
No message is required,This is an informational message,Y,CNOTE-5-CLEAR_HEALTH,CNOTE-5-CLEAR_HEALTH,*CNOTE-5-CLEAR_HEALTH*,5,0,0
 Check the error log for additional information. This is an informational message and does not necessarily indicate that an error occurred.,The CNS subsystem has encountered an unexpected condition while executing a set of commands that did not cause a failure but suggests things did not go totally correctly.,N,CNS-3-WARNING,CNS-3-WARNING,*CNS-3-WARNING*,3,0,0
No action required.,Cobalt has generated an general error notification.,N,COBALT-3-COBALT_SEU,COBALT-3-COBALT_SEU,*COBALT-3-COBALT_SEU*,3,0,0
"Verify that, the configuration is supported by the memory present in the system.","An attempt to allocate memory has failed. Depending on the criticality of the data to be stored, CEF operation may be impacted.",N,COMMON_FIB-3-NOMEM,COMMON_FIB-3-NOMEM,*COMMON_FIB-3-NOMEM*,3,0,0
"Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http: www.cisco.com tac. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at https: tools.cisco.com bugsearch ?referring_site=emd. If you still require assistance, open a case with the Technical Assistance Center via the Internet at https: tools.cisco.com ServiceRequestTool scm mgmt case, or contact your Cisco technical support representative and provide the representative with the information you have gathered. Attach the following information to your case in nonzipped, plain-text (.txt) format: the output of the show logging and show tech-support commands and your pertinent troubleshooting logs.",[chars] CEF is being disabled due to a fatal error.An internal software error has occurred.,N,COMMON_FIB-4-DISABLING,COMMON_FIB-4-DISABLING,*COMMON_FIB-4-DISABLING*,4,0,0
"Copy the error message exactly as it appears on the console or in the system log. Research and attempt to resolve the error using the tools at https: cway.cisco.com go sa . Also perform a search using the Bug Search Tool: https: bst.cloudapps.cisco.com bugsearch . If you still require assistance, open a case with the Technical Assistance Center: https: mycase.cloudapps.cisco.com start, or contact your Cisco technical support representative and provide the representative with the gathered information. ",COMMON_FIB_INTERNAL_ERROR,N,COMMON_FIB-4-FIBHWIDBMISMATCH,COMMON_FIB-4-FIBHWIDBMISMATCH,*COMMON_FIB-4-FIBHWIDBMISMATCH*,4,0,0
No action is required.This is an informational message.,This message means that no fibidb (forwarding information base) found for Virtual during address change.,Y,COMMON_FIB-4-FIBIDB,COMMON_FIB-4-FIBIDB,*COMMON_FIB-4-FIBIDB*,4,0,0
No action is required., COMMON_FIB_INTERNAL_ERROR,Y,COMMON_FIB-4-FIBMISSINGHWIDB,COMMON_FIB-4-FIBMISSINGHWIDB,*COMMON_FIB-4-FIBMISSINGHWIDB*,4,0,0
"Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http: www.cisco.com tac. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at https: tools.cisco.com bugsearch ?referring_site=emd. If you still require assistance, open a case with the Technical Assistance Center via the Internet at https: tools.cisco.com ServiceRequestTool scm mgmt case, or contact your Cisco technical support representative and provide the representative with the information you have gathered. Attach the following information to your case in nonzipped, plain-text (.txt) format: the output of the show logging and show tech-support commands and your pertinent troubleshooting logs.",Missing hwidb for fibhwidb [chars] (ifindex [dec])An internal software error has occurred.,N,COMMON_FIB-4-FIBNULLHWIDB,COMMON_FIB-4-FIBNULLHWIDB,*COMMON_FIB-4-FIBNULLHWIDB*,4,0,0
There is no workaround.,This traceback is seen after doing stateful switchover.,N,COMMON_FIB-4-FIBNULLIDB,COMMON_FIB-4-FIBNULLIDB,*COMMON_FIB-4-FIBNULLIDB*,4,0,0
No message is required,This is an informational message,Y,COMMON_FIB-4-ISSUENCODEWRONGLEN,COMMON_FIB-4-ISSUENCODEWRONGLEN,*COMMON_FIB-4-ISSUENCODEWRONGLEN*,4,0,0
No action required. Setup has scaled MPLS L3 VPNs enabled and resolve itself during setting up switching info.,The symptom is seen when a scaled device with a lot of BGP routes crashes when some of the core links flap.,N,COMMON_FIB-6-FIB_RECURSION_VIA_SELF,COMMON_FIB-6-FIB_RECURSION_VIA_SELF,*COMMON_FIB-6-FIB_RECURSION_VIA_SELF*,6,0,0
Add a specific static route in Rtr-A for the BGP peer IP address.,This message is seen if the route recursion fails continuously.This is due to the TCP retransmissions on MPLS enabled network.,N,COMMON_FIB-6-FIB_RECURSION,COMMON_FIB-6-FIB_RECURSION,*COMMON_FIB-6-FIB_RECURSION*,6,0,0
"If the problem persists, use show commands to display the RIB and CEF information for the prefix in question and check its configuration.",Cisco Express Forwarding (CEF) discovered that the routing for a prefix has recursive paths that lead back to itself. CEF was forced to terminate operation on the entry for that prefix.,N,COMMON_FIB-DFC2-6-FIB_RECURSION_VIA_SELF,COMMON_FIB-DFC2-6-FIB_RECURSION_VIA_SELF,*COMMON_FIB-DFC*-6-FIB_RECURSION_VIA_SELF*,6,0,0
"If the problem persists, use show commands to display the RIB and CEF information for the prefix in question and check its configuration.",This message indicates Cisco Express Forwarding (CEF) discovered that the routing for a prefix has recursive paths that lead back to itself. CEF was forced to terminate an operation on the entry for that prefix.,N,COMMON_FIB-SP-6-FIB_RECURSION_VIA_SELF,COMMON_FIB-SP-6-FIB_RECURSION_VIA_SELF,*COMMON_FIB-SP-6-FIB_RECURSION_VIA_SELF*,6,0,0
"If the problem persists, use show commands to display the RIB and CEF information for the prefix in question and check its configuration.",Cisco Express Forwarding (CEF) in the standby discovered that the routing for a prefix has recursive paths that lead back to itself. CEF was forced to terminate an operation on the entry for that prefix.,N,COMMON_FIB-SP-STDBY-6-FIB_RECURSION_VIA_SELF,COMMON_FIB-SP-STDBY-6-FIB_RECURSION_VIA_SELF,*COMMON_FIB-SP-STDBY-6-FIB_RECURSION_VIA_SELF*,6,0,0
"It s an informational message only, So no action is needed.",This log reminds that a wrong prefix and mask length has been used.,N,COMMON_TAL-3-HOSTBITSSET,COMMON_TAL-3-HOSTBITSSET,*COMMON_TAL-3-HOSTBITSSET*,3,0,0
"Copy the error message exactly as it appears on the console or in the system log, call your Cisco technical support representative and provide the representative with the gathered information.","Under normal circumstances configuration manager announces the completion of startup configuration. If for some reason config_cli cannot connect to configuration manager then it should announce the completion of startup configuration. This is so that the administrator can perform some basic tasks like configuring the ethernet interface, format a disk, kill some processes, etc., to restore some order to the system for a subsequent reload.",N,CONFIGCLI-2-STARTUP_ANNOUNCE_ERR,CONFIGCLI-2-STARTUP_ANNOUNCE_ERR,*CONFIGCLI-2-STARTUP_ANNOUNCE_ERR*,3,0,0
Please open a Cisco TAC Service Request on this issue.,The system detected an unrecoverable error that caused the specified module to fail.,N,CONST_DIAG-2-HM_LC_CRSH,CONST_DIAG-2-HM_LC_CRSH,*CONST_DIAG-2-HM_LC_CRSH*,2,0,0
No message is required,This is an informational message,Y,CONST_DIAG-2-HM_MOD_RESET,CONST_DIAG-2-HM_MOD_RESET,*CONST_DIAG-2-HM_MOD_RESET*,2,0,0
